Date,Name,Icon,Meal,Quantity,Units,Calories,Deleted,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
01/10/2025,Popcorn,Recipe,Evening Snacks,1.0,Serving,200,0,8.75,3.70,27.13,6.41,n/a,4.93,n/a,n/a
01/10/2025,Diet Lemon Moscow Mule,Recipe,Evening Snacks,1.0,Serving,172,0,n/a,n/a,9.93,n/a,9.46,n/a,n/a,15
01/10/2025,"Italian Ice, Mango",Popsicle,Evening Snacks,1.0,Serving,120,0,0,0,30,0,29,0,0,10
01/11/2025,"Bread, Sourdough Sliced",WhiteBread,Breakfast,64.0,Grams,160,0,0,6,32,0,0,2,0,320
01/11/2025,Fresh Ground Peanut Butter,Peanut,Breakfast,28.0,Grams,166,0,13.62,6.81,6.5,1.89,1.51,2.27,0,0
01/11/2025,Joes Os Peanut Butter Cereal Bar,Bar,Morning Snacks,1.0,Serving,120,0,6,3,14,2,7,3,n/a,70
01/11/2025,"Applewood Smoked Turkey Breast, 2 slices/56g",DeliMeat,Lunch,2.0,Servings,100,0,1,22,0,0,0,0,60,720
01/11/2025,"Bread, Sourdough Sliced",WhiteBread,Lunch,64.0,Grams,160,0,0,6,32,0,0,2,0,320
01/11/2025,Sliced Smoked Gouda,Cheese,Lunch,0.75,Ounce,66,0,5.30,4,1,3.60,0,0,13.90,253
01/11/2025,",*Cheese & Peanut Butter Sandwich Crackers",Cracker,Afternoon Snacks,1.0,Package,190,0,9,4,24,1.50,4,1,0,330
01/11/2025,Organic High-Oleic Sunflower Oil,Oil,Dinner,0.25,Tablespoon,30,0,3.50,n/a,n/a,0.38,n/a,n/a,n/a,n/a
01/11/2025,Trader Joe’s Jasmine Rice,Rice,Dinner,0.25,Cup,160,0,0,3,35,0,0,0,n/a,0
01/11/2025,BBQ Terriyaki Chicken,Chicken,Dinner,1.0,Dry Cup,240,0,9,31,11,2,10,1,135,710
01/11/2025,"Green Apple, Medium",AppleGrannySmith,Afternoon Snacks,220.0,Grams,115,0,0.36,0.60,30.22,0.12,22.97,5.32,0,2.42
01/11/2025,Chambord Royale,Recipe,Evening Snacks,1.0,Serving,139,1,n/a,n/a,2.67,n/a,0.67,n/a,n/a,6.68
01/11/2025,+ White Cheddar Rice Cakes,RiceCake,Evening Snacks,1.0,Piece,45,0,1,1,8,0,n/a,0,0,105
01/11/2025,Chambord Royale,Recipe,Evening Snacks,1.0,Serving,127,0,n/a,n/a,2.70,n/a,0.70,n/a,n/a,6.70
01/11/2025,Lindt Strawberry Cheesecake Chocolate,Chocolate,Evening Snacks,1.0,Piece,70,0,4.67,0.67,7,3,6.67,0.33,3.33,15
01/11/2025,Belgian Liege Sugar Waffle,Recipe,Evening Snacks,1.0,Serving,318,1,12.12,4.94,45.57,2.84,20.56,0.15,28.46,146.56
01/11/2025,Belgian Liege Sugar Waffle,Recipe,Evening Snacks,1.0,Serving,318,0,12.12,4.94,45.57,2.84,20.56,0.15,28.46,146.56
01/12/2025,"Eggs, Large",Egg,Breakfast,2.0,Each,140,0,9,12,2,3,0,0,430,130
01/12/2025,"Spinach, Chopped Organic, frozen",Spinach,Breakfast,2.5,Servings,75,0,1.25,7.50,10,0,0,7.50,0,200
01/12/2025,"Bacon, Uncured, Applewood, Smoked",Bacon,Breakfast,0.75,Slice,60,0,5.25,2.25,0,1.88,0,0,15,142.50
01/12/2025,Belgian Liege Sugar Waffle,Recipe,Breakfast,0.5,Serving,159,0,6.6,2.47,22.79,1.42,10.28,0.7,14.23,73.28
01/12/2025,"Bread, Sourdough Sliced",WhiteBread,Lunch,64.0,Grams,160,0,0,6,32,0,0,2,0,320
01/12/2025,Sliced Smoked Gouda,Cheese,Lunch,1.5,Ounces,132,0,10.60,8,2,7.20,0,0,27.80,506
01/12/2025,Irish Butter,Butter,Lunch,0.5,Tablespoon,50,0,5.50,0,0,3.50,0,0,15,50
01/12/2025,+ White Cheddar Rice Cakes,RiceCake,Afternoon Snacks,1.0,Piece,45,0,1,1,8,0,n/a,0,0,105
01/12/2025,Joes Os Peanut Butter Cereal Bar,Bar,Afternoon Snacks,1.0,Serving,120,0,6,3,14,2,7,3,n/a,70
01/12/2025,"Green Apple, Medium",AppleGrannySmith,Afternoon Snacks,210.0,Grams,110,0,0.35,0.58,28.85,0.12,21.92,5.8,0,2.31
01/12/2025,"Pasta, Spaghetti, Enriched, Cooked",Pasta,Dinner,53.4,Grams,200,1,0.95,6.67,40.5,0,1.91,1.91,0,0
01/12/2025,"Tomato Basil Marinara, Organic",Sauce,Dinner,125.0,Grams,60,0,1,2,10,0,5,2,0,420
01/12/2025,Turkey Meatballs,Meatballs,Dinner,5.0,Each,250,0,12.50,30,12.50,5,2.50,5,75,1000
01/12/2025,Spinach Chive Linguine Pasta,Pasta,Afternoon Snacks,56.0,Grams,210,1,1,8,43,n/a,n/a,3,5,15
01/12/2025,Spinach Chive Linguine Pasta,Pasta,Dinner,56.0,Grams,210,0,1,8,43,n/a,n/a,3,5,15
01/12/2025,Belgian Liege Sugar Waffle,Recipe,Evening Snacks,0.5,Serving,159,0,6.6,2.47,22.79,1.42,10.28,0.7,14.23,73.28
01/12/2025,+ White Cheddar Rice Cakes,RiceCake,Evening Snacks,1.0,Piece,45,0,1,1,8,0,n/a,0,0,105
01/12/2025,"Popsicles, Sugar Free",Popsicle,Evening Snacks,1.0,Serving,15,0,0,0,6,0,21,0,0,3
01/12/2025,KitKat Mini,Chocolate,Evening Snacks,1.0,Stick,42,0,0.52,0.13,1.29,0.36,0.97,0.2,0.20,1
01/12/2025,Goldfish Flavor Blasted Xtra Cheddar,Cracker,Evening Snacks,21.0,Grams,98,0,3.50,2.80,13.30,0.70,0,0.56,3.36,182
01/12/2025,Chocolate Rice Cakes,RiceCake,Evening Snacks,15.0,Grams,60,0,1,1,12,0,4,0,0,40
01/13/2025,Belgian Liege Sugar Waffle,Recipe,Breakfast,1.5,Servings,477,0,18.18,7.41,68.36,4.26,30.84,0.22,42.69,219.84
01/13/2025,Calories,Calories,Lunch,40.0,Each,400,0,0,0,0,0,0,0,0,0
01/13/2025,Calories,Calories,Afternoon Snacks,12.0,Each,120,0,0,0,0,0,0,0,0,0
01/13/2025,"Buns, Hot Dog, Enrich",HotDogBun,Afternoon Snacks,2.0,Servings,220,1,3,6,40,0,4,2,0,440
01/13/2025,Turkey Hot Dog,Hotdog,Afternoon Snacks,2.0,Each,160,1,10,14,2,2,0,0,60,940
01/13/2025,Turkey Hot Dog,Hotdog,Dinner,2.0,Each,160,0,10,14,2,2,0,0,60,940
01/13/2025,"Buns, Hot Dog, Enrich",HotDogBun,Dinner,2.0,Servings,220,0,3,6,40,0,4,2,0,440
01/13/2025,Broccoli & Kale Slaw,Broccoli,Dinner,150.0,Grams,300,0,19.50,6,30,3,21,4.50,7.50,225
01/13/2025,Chianti,WineRed,Dinner,5.0,Fluid ounces,124,0,0,0.10,4.1,0,1.17,0,0,7
01/13/2025,Michigan Sauce,Recipe,Dinner,0.1,Pot,64,0,1.88,8.80,2,0.89,1,0.40,24,126
01/13/2025,Chianti,WineRed,Evening Snacks,7.5,Fluid ounces,186,0,0,0.15,6.1,0,1.75,0,0,10.50
01/13/2025,Dark Peppermint Bark,Chocolate,Evening Snacks,1.0,Serving,60,0,4.50,1,6,3,6,0,0,5
01/13/2025,Honey Wheat Pretzel Sticks,Pretzel,Evening Snacks,2.0,Pieces,22,0,0.20,0.40,4.60,0,0.80,0.20,0,60
01/13/2025,"Popsicles, Sugar Free",Popsicle,Evening Snacks,1.0,Serving,15,0,0,0,6,0,21,0,0,3
01/13/2025,"Mango, Dried",Mango,Evening Snacks,0.5,Pouch,45,0,0,0.50,10.50,0,7.50,0.50,0,0
01/13/2025,KitKat Mini,Chocolate,Evening Snacks,1.0,Stick,42,0,0.52,0.13,1.29,0.36,0.97,0.2,0.20,1
01/14/2025,Calories,Calories,Breakfast,40.0,Each,400,0,0,0,0,0,0,0,0,0
01/14/2025,Calories,Calories,Morning Snacks,6.0,Each,60,0,0,0,0,0,0,0,0,0
01/14/2025,Calories,Calories,Lunch,47.5,Each,475,0,0,0,0,0,0,0,0,0
01/14/2025,Calories,Calories,Afternoon Snacks,10.5,Each,105,0,0,0,0,0,0,0,0,0
01/14/2025,"Pasta, Spaghetti, Enriched, Cooked",Pasta,Dinner,53.4,Grams,200,0,0.95,6.67,40.5,0,1.91,1.91,0,0
01/14/2025,Michigan Sauce,Recipe,Dinner,0.2,Pot,128,0,3.77,17.60,4,1.78,2,0.80,48,252
01/14/2025,TJ’s Miso Crunch Salad,Salad,Dinner,2.0,Cups,340,0,22,6,32,n/a,12,4,10,540
01/14/2025,"marinara sauce, organic (25oz)",Sauce,Dinner,125.0,Grams,60,0,1.50,2,10,n/a,5,2,0,500
01/14/2025,"Popsicles, Sugar Free",Popsicle,Evening Snacks,1.0,Serving,15,0,0,0,6,0,21,0,0,3
01/14/2025,Peppermint Bark Chocolate Squares,Chocolate,Evening Snacks,12.6,Grams,70,0,4.72,1.5,7.35,2.62,6.30,0,0,5.25
01/14/2025,"Grapes, Green Seedless",Grapes,Evening Snacks,30.0,Each,102,1,0.30,1.20,27,0,24,1.20,0,3
01/14/2025,Green Seedless Grapes Large 20 grapes = 4 oz,Grapes,Evening Snacks,200.0,Grams,123,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a
01/15/2025,"Bread, Sourdough Sliced",WhiteBread,Breakfast,64.0,Grams,160,0,0,6,32,0,0,2,0,320
01/15/2025,Fresh Ground Peanut Butter,Peanut,Breakfast,30.0,Grams,178,0,14.59,7.30,6.49,2.3,1.62,2.43,0,0
01/15/2025,Cosmic Crisp Apple,Apple,Morning Snacks,149.0,Grams,106,0,0.53,1.6,25.54,0,15.96,6.39,0,0
01/15/2025,Michigan Sauce,Recipe,Lunch,0.1,Pot,64,0,1.88,8.80,2,0.89,1,0.40,24,126
01/15/2025,Turkey Hot Dog,Hotdog,Lunch,2.0,Each,160,0,10,14,2,2,0,0,60,940
01/15/2025,"Buns, Hot Dog, Enrich",HotDogBun,Lunch,2.0,Servings,220,0,3,6,40,0,4,2,0,440
01/15/2025,"Snack, Beef, Stick",Beef,Afternoon Snacks,14.0,Grams,40,0,3,4,n/a,1,n/a,n/a,12,165
01/15/2025,"Salmon, BBQ Cut Fresh Fillets",Fish,Dinner,0.392,Pound,314,1,18.82,34.50,0,3.92,0,0,101.92,101.92
01/15/2025,"Broccoli, Florets, Raw",Broccoli,Dinner,1.0,Cup,31,1,0.30,2.60,6,0,1.60,2.40,0,30
01/15/2025,"Bulgur, Uncooked",Grain,Dinner,43.0,Grams,150,0,0.52,4,33,0,0,5,0,0
01/15/2025,Salmon - BBQ Cut,Fish,Dinner,0.392,Pound,365,0,23.81,36.51,0,5.56,0,0,95.25,111.13
01/15/2025,+ White Cheddar Rice Cakes,RiceCake,Afternoon Snacks,1.0,Piece,45,0,1,1,8,0,n/a,0,0,105
01/15/2025,"Oil, Olive, Salad Or Cooking",Oil,Dinner,0.75,Tablespoon,90,0,10.13,0,0,1.40,0,0,0,0.20
01/15/2025,Last Word,Recipe,Evening Snacks,1.0,Serving,183,1,3,n/a,9.62,n/a,17.94,n/a,n/a,n/a
01/15/2025,Last Word,Recipe,Evening Snacks,1.0,Serving,193,0,3,n/a,12.62,n/a,20.86,n/a,n/a,n/a
01/15/2025,+ White Cheddar Rice Cakes,RiceCake,Evening Snacks,1.0,Piece,45,0,1,1,8,0,n/a,0,0,105
01/15/2025,Tates White Chocolate Raspberry,Bar,Evening Snacks,26.0,Grams,130,0,7,2,17,4,11,0,20,120
01/15/2025,"Popsicles, Sugar Free",Popsicle,Evening Snacks,1.0,Serving,15,0,0,0,6,0,21,0,0,3
01/16/2025,"Bread, Sourdough Sliced",WhiteBread,Breakfast,64.0,Grams,160,0,0,6,32,0,0,2,0,320
01/16/2025,Fresh Ground Peanut Butter,Peanut,Breakfast,28.0,Grams,166,0,13.62,6.81,6.5,1.89,1.51,2.27,0,0
01/16/2025,Calories,Calories,Lunch,45.0,Each,450,0,0,0,0,0,0,0,0,0
01/16/2025,Calories,Calories,Afternoon Snacks,12.5,Each,125,0,0,0,0,0,0,0,0,0
01/16/2025,Joes Os Peanut Butter Cereal Bar,Bar,Afternoon Snacks,1.0,Serving,120,0,6,3,14,2,7,3,n/a,70
01/16/2025,Calories,Calories,Dinner,75.0,Each,750,0,0,0,0,0,0,0,0,0
01/16/2025,+ White Cheddar Rice Cakes,RiceCake,Evening Snacks,1.0,Piece,45,0,1,1,8,0,n/a,0,0,105
01/16/2025,Mandarins,Orange,Evening Snacks,1.0,Each,40,0,0.20,0.60,9.30,0,7.40,1.30,0,0
01/16/2025,"Truffles, Lindor Dark Chocolate",Candy,Evening Snacks,1.0,Piece,77,0,6.33,0.67,5,4.33,4.33,0.33,1.67,3.33
01/17/2025,"Bread, Sourdough Sliced",WhiteBread,Breakfast,60.0,Grams,150,0,0,5.63,30,0,0,1.88,0,300
01/17/2025,"Eggs, Large",Egg,Breakfast,0.5,Each,35,0,2.25,3,0.50,0.75,0,0,107.50,32.50
01/17/2025,Organic High-Oleic Sunflower Oil,Oil,Breakfast,1.0,Teaspoon,40,0,4.67,n/a,n/a,0.50,n/a,n/a,n/a,n/a
01/17/2025,Organic Frosted Toaster Pastries Strawberry,Strawberry,Morning Snacks,1.0,Piece,180,0,4,2,33.50,2,17.50,1,0,115
01/17/2025,"Bread, Sourdough Sliced",WhiteBread,Lunch,64.0,Grams,160,0,0,6,32,0,0,2,0,320
01/17/2025,Organic Uncured Black Forest Ham (2 slices 56 Grams),DeliMeat,Lunch,3.0,Slices,90,0,2.25,16.50,1.50,0,1.50,0,45,555
01/17/2025,Sliced Smoked Gouda,Cheese,Lunch,1.5,Slices,99,0,7.95,6,1.50,5.40,0,0,20.85,379.50
01/17/2025,",*Cheese & Peanut Butter Sandwich Crackers",Cracker,Afternoon Snacks,1.0,Package,190,0,9,4,24,1.50,4,1,0,330
01/17/2025,"Quinoa, Cooked (Rice Cooker)",Grain,Dinner,0.375,Dry Cup,225,0,3.75,9,40.50,0,1.50,4.50,0,0
01/17/2025,Olive,OliveGreen,Dinner,2.0,Pieces,20,0,1.50,0,1,0,0,0,0,290
01/17/2025,"Oil, Olive, Salad Or Cooking",Oil,Dinner,0.5,Tablespoon,60,0,6.75,0,0,0.93,0,0,0,0.14
01/17/2025,"Chicken, Breast, Meat Only, Raw",Chicken,Dinner,210.0,Grams,252,0,5.44,47.19,0,0.99,0,0,153.18,93.88
01/17/2025,Gewurztraminer,WineWhite,Dinner,7.5,Fluid ounces,178,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
01/17/2025,KitKat Mini,Chocolate,Evening Snacks,1.0,Stick,42,0,0.52,0.13,1.29,0.36,0.97,0.2,0.20,1
01/17/2025,Honey Wheat Pretzel Sticks,Pretzel,Evening Snacks,9.0,Pieces,99,0,0.90,1.80,20.70,0,3.60,0.90,0,270
01/17/2025,"Cookie, White Chocolate Raspberry-",Cookie,Evening Snacks,2.0,Each,130,0,7,2,17,4,11,0,20,120
01/18/2025,"Bread, Sourdough Sliced",WhiteBread,Breakfast,64.0,Grams,160,0,0,6,32,0,0,2,0,320
01/18/2025,"Eggs, Large",Egg,Breakfast,2.0,Each,140,0,9,12,2,3,0,0,430,130
01/18/2025,Irish Butter,Butter,Breakfast,0.5,Tablespoon,50,0,5.50,0,0,3.50,0,0,15,50
01/18/2025,+ White Cheddar Rice Cakes,RiceCake,Morning Snacks,1.0,Piece,45,0,1,1,8,0,n/a,0,0,105
01/18/2025,Organic Uncured Grass Fed Beef Hot Dogs,Hotdog,Lunch,47.0,Grams,110,0,10,6,0.50,4.50,n/a,n/a,20,400
01/18/2025,"Eggs, Large",Egg,Lunch,3.0,Each,210,0,13.50,18,3,4.50,0,0,645,195
01/18/2025,"Oil, Olive, Salad Or Cooking",Oil,Lunch,0.25,Tablespoon,30,0,3.38,0,0,0.47,0,0,0,0.7
01/18/2025,Joes Os Peanut Butter Cereal Bar,Bar,Afternoon Snacks,1.0,Serving,120,0,6,3,14,2,7,3,n/a,70
01/18/2025,Calories,Calories,Afternoon Snacks,20.0,Each,200,0,0,0,0,0,0,0,0,0
01/18/2025,Spinach Chive Linguine Pasta,Pasta,Dinner,2.07,Ounces,220,0,1.5,8.38,45.6,n/a,n/a,3.14,5.24,15.72
01/18/2025,"Tomato Basil Marinara, Organic",Sauce,Dinner,0.25,Cup,30,0,0.50,1,5,0,2.50,1,0,210
01/18/2025,Pizza Sauce,Sauce,Dinner,0.25,Cup,35,0,2,1,3.50,0.30,2,1,0,350
01/18/2025,Turkey Meatballs,Meatballs,Dinner,5.0,Each,250,0,12.50,30,12.50,5,2.50,5,75,1000
01/18/2025,Last Word,Recipe,Evening Snacks,1.0,Serving,193,0,3,n/a,12.62,n/a,20.86,n/a,n/a,n/a
01/18/2025,"Crackers, Goldfish, Red Hot",Snack,Evening Snacks,15.0,Grams,65,0,2.25,1.50,10.50,0.50,0.50,0.50,0,150
01/18/2025,Honey Wheat Pretzel Sticks,Pretzel,Evening Snacks,2.0,Pieces,22,0,0.20,0.40,4.60,0,0.80,0.20,0,60
01/18/2025,Coconut Milk Chocolate Truffles,Candy,Evening Snacks,1.0,Piece,77,0,6,0.67,5.33,4.33,5.33,0.33,1.67,10
01/18/2025,Chocolate Rice Cake,RiceCake,Evening Snacks,15.0,Grams,60,0,1,1,12,0,4,0,0,35
01/18/2025,"Popsicles, Sugar Free",Popsicle,Evening Snacks,2.0,Servings,30,0,0,0,12,0,42,0,0,6
01/19/2025,Bon’s Steel Cut Oats,Oatmeal,Breakfast,1.5,Servings,255,0,3.75,7.50,46.50,0.75,1.50,7.50,0,0
01/19/2025,"Milk, Whole, 3.25%",Milk,Breakfast,6.0,Fluid ounces,112,0,5.95,5.76,8.78,3.40,9.63,0,18.30,78.69
01/19/2025,"Honey, Amber",Honey,Breakfast,1.0,Tablespoon,64,0,0,0.6,17.30,0,17.25,0.4,0,0.84
01/19/2025,"Bread, Sourdough Sliced",WhiteBread,Breakfast,32.0,Grams,80,0,0,3,16,0,0,1,0,160
01/19/2025,Oven Roasted Turkey Breast,Turkey,Lunch,3.5,Slices,88,0,0,19.25,1.75,0,0,0,43.75,437.50
01/19/2025,"Bread, Sourdough Sliced",WhiteBread,Lunch,64.0,Grams,160,0,0,6,32,0,0,2,0,320
01/19/2025,"Sharp Cheddar, Farmstyle Slices",CheeseCheddar,Lunch,1.0,Slice,110,0,9,6,1,6,0,0,25,180
01/19/2025,"Bread, Sourdough Sliced",WhiteBread,Afternoon Snacks,35.0,Grams,88,0,0,3.28,17.50,0,0,1.9,0,175
01/19/2025,Fresh Ground Peanut Butter,Peanut,Afternoon Snacks,22.0,Grams,131,0,10.70,5.35,4.76,1.49,1.19,1.78,0,0
01/19/2025,Gewurztraminer,WineWhite,Dinner,5.0,Fluid ounces,119,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
01/19/2025,"Shrimp, Cooked (85g/7 shrimp) Jumbo 31-40 PDTO Frozen",Shrimp,Dinner,15.0,Each,193,1,3.21,36.43,2.14,0,0,0,267.86,471.43
01/19/2025,Trader Joe’s Jasmine Rice,Rice,Dinner,0.25,Cup,160,0,0,3,35,0,0,0,n/a,0
01/19/2025,Sweet Chili Mango Salad,Salad,Dinner,150.0,Grams,195,0,9,4.50,27,0.75,13.50,4.50,n/a,360
01/19/2025,Cosmic Crisp Apple,Apple,Afternoon Snacks,144.0,Grams,103,0,0.51,1.3,24.69,0,15.43,6.17,0,0
01/19/2025,Trader Joes Cooked Jumbo Shrimp,Shrimp,Dinner,15.0,Pieces,150,0,0,32.14,0,0,0,0,225,450
01/19/2025,"Oil, Olive, Salad Or Cooking",Oil,Dinner,0.5,Tablespoon,60,0,6.75,0,0,0.93,0,0,0,0.14
01/19/2025,Irish Butter,Butter,Dinner,0.5,Tablespoon,50,0,5.50,0,0,3.50,0,0,15,50
01/19/2025,Twinkies,Cake,Evening Snacks,1.0,Serving,140,0,4.50,1,23,2,16,0,15,180
01/19/2025,"Italian Ice, Lemon",Popsicle,Evening Snacks,6.0,Fluid ounces,100,0,0,0,26.6,0,20.5,0,0,10.2
01/20/2025,"Bacon, Apple Smoked, Uncured",Bacon,Breakfast,30.0,Grams,180,0,14,10,0,5,0,0,30,480
01/20/2025,"Eggs, Large",Egg,Breakfast,2.0,Each,140,0,9,12,2,3,0,0,430,130
01/20/2025,"Tortilla, Corn, Yellow",Tortilla,Breakfast,1.0,Serving,100,0,1,2,21,n/a,n/a,2,n/a,n/a
01/20/2025,"Avocado, California",Avocado,Breakfast,52.5,Grams,88,0,8.9,1.3,4.54,1.11,0.16,3.57,0,4.20
01/20/2025,",*Cheese & Peanut Butter Sandwich Crackers",Cracker,Morning Snacks,1.0,Package,190,0,9,4,24,1.50,4,1,0,330
01/20/2025,Olive,OliveGreen,Lunch,2.0,Pieces,20,0,1.50,0,1,0,0,0,0,290
01/20/2025,"Chicken, Breast, Meat Only, Raw",Chicken,Lunch,210.0,Grams,252,0,5.44,47.19,0,0.99,0,0,153.18,93.88
01/20/2025,"Oil, Olive, Salad Or Cooking",Oil,Lunch,0.5,Tablespoon,60,0,6.75,0,0,0.93,0,0,0,0.14
01/20/2025,BBQ Terriyaki Chicken,Chicken,Dinner,1.0,Dry Cup,240,0,9,31,11,2,10,1,135,710
01/20/2025,Trader Joe’s Jasmine Rice,Rice,Dinner,0.25,Cup,160,0,0,3,35,0,0,0,n/a,0
01/20/2025,Harvest Apple Salad Kit,Salad,Dinner,1.325,Servings,225,0,15.90,3.98,17.22,3.31,13.25,2.65,6.63,238.50
01/20/2025,"Oil, Vegetable",Oil,Dinner,0.25,Tablespoon,30,0,3.50,0,0,0.50,0,0,0,0
01/20/2025,Seaame Oil,Oil,Dinner,0.16,Tablespoon,15,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
01/20/2025,"Kiwi, Medium",Kiwi,Evening Snacks,1.0,Each,46,0,0.40,0.87,11.14,0.2,6.83,2.28,0,2.28
01/20/2025,KitKat Mini,Chocolate,Evening Snacks,1.0,Stick,42,0,0.52,0.13,1.29,0.36,0.97,0.2,0.20,1
01/20/2025,"Italian Ice, Lemon",Popsicle,Evening Snacks,6.0,Fluid ounces,100,0,0,0,26.6,0,20.5,0,0,10.2
01/20/2025,Honey Wheat Pretzel Sticks,Pretzel,Evening Snacks,8.0,Pieces,88,0,0.80,1.60,18.40,0,3.20,0.80,0,240
01/21/2025,Maple Chicken Breakfast Sausage,Sausage,Breakfast,6.0,Each,270,0,12,30,9,3,9,0,150,1290
01/21/2025,"Oil, Vegetable",Oil,Lunch,1.0,Teaspoon,40,0,4.67,0,0,0.67,0,0,0,0
01/21/2025,Trader Joe’s Jasmine Rice,Rice,Lunch,0.25,Cup,160,0,0,3,35,0,0,0,n/a,0
01/21/2025,BBQ Chicken Teriyaki,Chicken,Lunch,166.0,Grams,266,0,9.96,34.31,12.17,2.21,11.7,1.11,149.40,785.73
01/21/2025,Organic Frosted Toaster Pastries Strawberry,Strawberry,Afternoon Snacks,1.0,Piece,180,0,4,2,33.50,2,17.50,1,0,115
01/21/2025,Miso Crunch Chopped Salad (with Dressing),Salad,Dinner,200.0,Grams,340,0,22,6,32,3,12,4,0,540
01/21/2025,Chicken Potstickers,Chicken,Dinner,11.0,Each,358,0,5.50,19.25,52.25,0,2.75,2.75,55,990
01/21/2025,"Oil, Vegetable",Oil,Dinner,0.5,Tablespoon,60,0,7,0,0,1,0,0,0,0
01/21/2025,Cosmic Crisp Apple,Apple,Evening Snacks,132.0,Grams,94,1,0.47,0.94,22.63,0,14.14,5.66,0,0
01/21/2025,Cosmic Crisp Apple,Apple,Afternoon Snacks,132.0,Grams,94,0,0.47,0.94,22.63,0,14.14,5.66,0,0
01/21/2025,Calories,Calories,Evening Snacks,65.0,Each,650,0,0,0,0,0,0,0,0,0
01/22/2025,Calories,Calories,Breakfast,75.0,Each,750,0,0,0,0,0,0,0,0,0
01/22/2025,"Turkey Breast, Hickory Smoked",Turkey,Lunch,4.0,Slices,120,0,2,24,0,0,0,0,60,800
01/22/2025,"Bread, Sourdough Sliced",WhiteBread,Lunch,64.0,Grams,160,0,0,6,32,0,0,2,0,320
01/22/2025,Organic Frosted Toaster Pastries,Pastry,Afternoon Snacks,0.5,Serving,175,0,4,2,33.50,2,17.50,1,0,115
01/22/2025,Joes Os Peanut Butter Cereal Bar,Bar,Afternoon Snacks,2.0,Servings,240,0,12,6,28,4,14,6,n/a,140
01/22/2025,Cosmic Crisp Apple,Apple,Afternoon Snacks,165.0,Grams,118,0,0.59,1.18,28.29,0,17.68,7.7,0,0
01/22/2025,Mediterranean Salad Kit,Salad,Dinner,0.5,Serving,193,0,12.25,3.50,15.75,2.63,5.25,3.50,n/a,507.50
01/22/2025,Calories,Calories,Dinner,50.0,Each,500,0,0,0,0,0,0,0,0,0
01/22/2025,Calories,Calories,Evening Snacks,30.0,Each,300,0,0,0,0,0,0,0,0,0
01/22/2025,Calories,Calories,Evening Snacks,5.7,Each,57,0,0,0,0,0,0,0,0,0
01/22/2025,Last Word,Recipe,Evening Snacks,1.1,Servings,212,0,3.30,n/a,13.88,n/a,22.95,n/a,n/a,n/a
01/22/2025,Sushki,Donut,Evening Snacks,5.0,Pieces,178,0,3.75,3.92,32.17,n/a,n/a,n/a,n/a,n/a
01/23/2025,Calories,Calories,Breakfast,60.0,Each,600,0,0,0,0,0,0,0,0,0
01/23/2025,Calories,Calories,Lunch,65.0,Each,650,0,0,0,0,0,0,0,0,0
01/23/2025,Calories,Calories,Afternoon Snacks,25.0,Each,250,0,0,0,0,0,0,0,0,0
01/23/2025,Baker Black Truffle Popcorn,Popcorn,Afternoon Snacks,1.0,Container,70,0,5,0.50,5,0.40,0,1,0,390
01/27/2025,"Bread, Sourdough Sliced",WhiteBread,Breakfast,64.0,Grams,160,0,0,6,32,0,0,2,0,320
01/27/2025,Irish Butter,Butter,Breakfast,0.5,Tablespoon,50,0,5.50,0,0,3.50,0,0,15,50
01/27/2025,Calories,Calories,Lunch,45.0,Each,450,0,0,0,0,0,0,0,0,0
01/27/2025,Calories,Calories,Afternoon Snacks,12.0,Each,120,0,0,0,0,0,0,0,0,0
01/27/2025,Calories,Calories,Dinner,55.0,Each,550,0,0,0,0,0,0,0,0,0
01/27/2025,Rosé,WineRed,Dinner,5.0,Ounces,121,0,0,0.10,3.80,0,1.40,0,0,7
01/27/2025,Mini snickerdoodle,Cookie,Afternoon Snacks,1.0,Serving,35,0,2,0,5,1,1,2,3,24
01/27/2025,Belgian Chocolate Waves,Chocolate,Evening Snacks,3.0,Pieces,57,0,3.33,0.67,5.33,2,4.67,0.33,1.67,35
01/27/2025,"Plantain Chips, Jerk Style",PotatoChip,Evening Snacks,26.0,Grams,130,0,6.50,0,17.64,0.46,0,0.93,0,74.29
01/28/2025,"Bread, Sourdough Sliced",WhiteBread,Breakfast,64.0,Grams,160,0,0,6,32,0,0,2,0,320
01/28/2025,Irish Butter,Butter,Breakfast,0.5,Tablespoon,50,0,5.50,0,0,3.50,0,0,15,50
01/28/2025,Calories,Calories,Lunch,55.0,Each,550,0,0,0,0,0,0,0,0,0
01/28/2025,Mini snickerdoodle,Cookie,Afternoon Snacks,1.0,Serving,35,0,2,0,5,1,1,2,3,24
01/28/2025,"Snack, Beef, Stick",Beef,Afternoon Snacks,14.0,Grams,40,0,3,4,n/a,1,n/a,n/a,12,165
01/28/2025,"Oil, Vegetable",Oil,Dinner,0.5,Tablespoon,60,0,7,0,0,1,0,0,0,0
